"id","Date","ClasseDim","Abbondanza_CD"
"1CA03",2016-01-31,"NF",265854.074074074
"1CA03",2016-03-31,"MF",3325.69444444444
"1CA03",2016-03-31,"NF",73663.0092592593
"1CA03",2016-05-31,"MF",5581
"1CA03",2016-05-31,"NF",428214
"1CA03",2016-07-31,"MF",3750
"1CA03",2016-07-31,"NF",311181
"1CA03",2016-09-30,"MF",154775.014550464
"1CA03",2016-09-30,"NF",132903.923539577
"1CA03",2016-11-30,"MF",12971
"1CA03",2016-11-30,"NF",402270
"1CA03",2017-02-28,"MF",4713819
"1CA03",2017-02-28,"NF",588197
"1CA03",2017-03-31,"MF",153943
"1CA03",2017-03-31,"NF",132300
"1CA03",2017-05-31,"MF",3154
"1CA03",2017-05-31,"NF",453295
"1CA03",2017-07-31,"MF",1757
"1CA03",2017-07-31,"NF",756109
"1CA03",2017-10-31,"MF",135816
"1CA03",2017-10-31,"NF",404499
"1CA03",2017-11-30,"MF",2293
"1CA03",2017-11-30,"NF",1134382
"1CA04",2015-08-31,"MF",1640
"1CA04",2015-08-31,"NF",183195.375722543
"1CA04",2015-10-31,"MF",2720
"1CA04",2015-10-31,"NF",58835.91522158
"1CA04",2015-11-30,"MF",161561.203703704
"1CA04",2015-11-30,"NF",345896.049382716
"1CA04",2016-01-31,"MF",2520
"1CA04",2016-01-31,"NF",76658.8888888889
"1CA04",2016-03-31,"MF",34805.9462361652
"1CA04",2016-03-31,"NF",63451.7725451939
"1CA04",2016-05-31,"MF",112137
"1CA04",2016-05-31,"NF",276898
"1CA04",2016-07-31,"MF",1045
"1CA04",2016-07-31,"NF",122967
"1CA04",2016-09-30,"MF",40648.1969498712
"1CA04",2016-09-30,"NF",140666.680899169
"1CA04",2016-11-30,"MF",11178
"1CA04",2016-11-30,"NF",274954
"1CA04",2017-02-28,"MF",89721
"1CA04",2017-02-28,"NF",381047
"1CA04",2017-03-31,"MF",304381
"1CA04",2017-03-31,"NF",300086
"1CA04",2017-05-31,"MF",5964
"1CA04",2017-05-31,"NF",443202
"1CA04",2017-07-31,"MF",4393
"1CA04",2017-07-31,"NF",670013
"1CA04",2017-10-31,"MF",129318
"1CA04",2017-10-31,"NF",399382
"1CA04",2017-11-30,"MF",14431
"1CA04",2017-11-30,"NF",289265
"1E_MS_CH_12",2015-07-31,"MF",12640
"1E_MS_CH_12",2015-07-31,"NF",1080
"1E_MS_CH_12",2015-09-30,"MF",10560
"1E_MS_CH_12",2015-09-30,"NF",160
"1E_MS_CH_12",2015-12-31,"MF",17360
"1E_MS_CH_12",2015-12-31,"NF",560
"1E_MS_CH_12",2016-01-31,"MF",7440
"1E_MS_CH_12",2016-01-31,"NF",960
"1E_MS_CH_12",2016-03-31,"MF",128630
"1E_MS_CH_12",2016-03-31,"NF",4618680
"1E_MS_CH_12",2016-04-30,"MF",23600
"1E_MS_CH_12",2016-04-30,"NF",4920
"1E_MS_CH_12",2016-05-31,"MF",84800
"1E_MS_CH_12",2016-05-31,"NF",15040
"1E_MS_CH_12",2016-06-30,"MF",11680
"1E_MS_CH_12",2016-06-30,"NF",73960
"1E_MS_CH_12",2016-07-31,"MF",16360
"1E_MS_CH_12",2016-07-31,"NF",2400
"1E_MS_CH_12",2016-08-31,"MF",45000
"1E_MS_CH_12",2016-08-31,"NF",5840
"1E_MS_CH_12",2016-11-30,"MF",10496
"1E_MS_CH_12",2016-11-30,"NF",30721
"1E_MS_CH_12",2016-12-31,"MF",15684
"1E_MS_CH_12",2016-12-31,"NF",6418
"1E_MS_CH_12",2017-03-31,"MF",10362
"1E_MS_CH_12",2017-03-31,"NF",9882
"1E_MS_CH_12",2017-04-30,"MF",7606
"1E_MS_CH_12",2017-04-30,"NF",24513
"1E_MS_CH_12",2017-07-31,"MF",8560
"1E_MS_CH_12",2017-07-31,"NF",27000
"1E_MS_CH_12",2017-09-30,"MF",19120
"1E_MS_CH_12",2017-09-30,"NF",160
"1E_MS_CH_12",2017-10-31,"MF",25120
"1E_MS_CH_12",2017-10-31,"NF",10520
"1E_MS_CH_12",2017-11-30,"MF",9600
"1E_MS_CH_12",2017-11-30,"NF",10160
"1E_MS_CH_12",2017-12-31,"MF",34760
"1E_MS_CH_12",2017-12-31,"NF",2520
"1E_MS_CH_3",2016-11-30,"MF",25674
"1E_MS_CH_3",2016-11-30,"NF",173596
"1E_MS_CH_3",2016-12-31,"MF",24360
"1E_MS_CH_3",2016-12-31,"NF",136683
"1E_MS_CH_6",2015-07-31,"MF",4800
"1E_MS_CH_6",2015-07-31,"NF",960
"1E_MS_CH_6",2015-09-30,"MF",12360
"1E_MS_CH_6",2015-09-30,"NF",120
"1E_MS_CH_6",2015-12-31,"MF",12680
"1E_MS_CH_6",2015-12-31,"NF",2000
"1E_MS_CH_6",2016-01-31,"MF",17840
"1E_MS_CH_6",2016-01-31,"NF",2960
"1E_MS_CH_6",2016-03-31,"MF",88280
"1E_MS_CH_6",2016-03-31,"NF",5473828
"1E_MS_CH_6",2016-04-30,"MF",30840
"1E_MS_CH_6",2016-04-30,"NF",6800
"1E_MS_CH_6",2016-05-31,"MF",4280
"1E_MS_CH_6",2016-05-31,"NF",12080
"1E_MS_CH_6",2016-06-30,"MF",1840
"1E_MS_CH_6",2016-06-30,"NF",3840
"1E_MS_CH_6",2016-07-31,"MF",8720
"1E_MS_CH_6",2016-07-31,"NF",3440
"1E_MS_CH_6",2016-08-31,"MF",83400
"1E_MS_CH_6",2016-08-31,"NF",4360
"1E_MS_CH_6",2016-11-30,"MF",14476
"1E_MS_CH_6",2016-11-30,"NF",120669
"1E_MS_CH_6",2016-12-31,"MF",24971
"1E_MS_CH_6",2016-12-31,"NF",346041
"1E_MS_CH_6",2017-03-31,"MF",9415
"1E_MS_CH_6",2017-03-31,"NF",32923
"1E_MS_CH_6",2017-04-30,"MF",21170
"1E_MS_CH_6",2017-04-30,"NF",208403
"1E_MS_CH_6",2017-07-31,"MF",10240
"1E_MS_CH_6",2017-07-31,"NF",2040
"1E_MS_CH_6",2017-09-30,"MF",76002
"1E_MS_CH_6",2017-09-30,"NF",5600
"1E_MS_CH_6",2017-10-31,"MF",19680
"1E_MS_CH_6",2017-10-31,"NF",2480
"1E_MS_CH_6",2017-11-30,"MF",9160
"1E_MS_CH_6",2017-11-30,"NF",3880
"1E_MS_CH_6",2017-12-31,"MF",20760
"1E_MS_CH_6",2017-12-31,"NF",760
"1E_MS_ES_12",2015-07-31,"MF",2320
"1E_MS_ES_12",2015-09-30,"MF",2120
"1E_MS_ES_12",2015-12-31,"MF",32000
"1E_MS_ES_12",2016-01-31,"MF",4400
"1E_MS_ES_12",2016-01-31,"NF",120
"1E_MS_ES_12",2016-03-31,"MF",36720
"1E_MS_ES_12",2016-03-31,"NF",530720
"1E_MS_ES_12",2016-04-30,"MF",1560
"1E_MS_ES_12",2016-04-30,"NF",120
"1E_MS_ES_12",2016-05-31,"MF",800
"1E_MS_ES_12",2016-05-31,"NF",440
"1E_MS_ES_12",2016-06-30,"MF",1240
"1E_MS_ES_12",2016-07-31,"MF",1240
"1E_MS_ES_12",2016-07-31,"NF",120
"1E_MS_ES_12",2016-08-31,"MF",35720
"1E_MS_ES_12",2016-08-31,"NF",120
"1E_MS_ES_12",2016-11-30,"MF",55949
"1E_MS_ES_12",2016-11-30,"NF",31870
"1E_MS_ES_12",2016-12-31,"MF",3120
"1E_MS_ES_12",2016-12-31,"NF",240
"1E_MS_ES_12",2017-03-31,"MF",300
"1E_MS_ES_12",2017-03-31,"NF",1045
"1E_MS_ES_12",2017-04-30,"MF",2680
"1E_MS_ES_12",2017-05-31,"NF",7233
"1E_MS_ES_12",2017-07-31,"MF",540
"1E_MS_ES_12",2017-07-31,"NF",1120
"1E_MS_ES_12",2017-09-30,"MF",700
"1E_MS_ES_12",2017-09-30,"NF",80
"1E_MS_ES_12",2017-10-31,"MF",56712
"1E_MS_ES_12",2017-10-31,"NF",13019
"1E_MS_ES_12",2017-11-30,"MF",150034
"1E_MS_ES_12",2017-11-30,"NF",26522
"1E_MS_ES_3",2016-03-31,"MF",9040
"1E_MS_ES_3",2016-03-31,"NF",160
"1E_MS_ES_3",2016-04-30,"MF",2040
"1E_MS_ES_3",2016-04-30,"NF",28800
"1E_MS_ES_3",2016-06-30,"MF",3520
"1E_MS_ES_3",2016-11-30,"MF",34424
"1E_MS_ES_3",2016-11-30,"NF",14099
"1E_MS_ES_3",2016-12-31,"MF",25320
"1E_MS_ES_3",2016-12-31,"NF",516527
"1E_MS_ES_3",2017-12-31,"MF",2820
"1E_MS_ES_3",2017-12-31,"NF",3256
"1E_MS_ES_6",2015-07-31,"MF",680
"1E_MS_ES_6",2015-09-30,"MF",4680
"1E_MS_ES_6",2015-12-31,"MF",1680
"1E_MS_ES_6",2016-01-31,"MF",4240
"1E_MS_ES_6",2016-01-31,"NF",680
"1E_MS_ES_6",2016-03-31,"MF",7880
"1E_MS_ES_6",2016-02-29,"NF",2704
"1E_MS_ES_6",2016-04-30,"MF",3200
"1E_MS_ES_6",2016-05-31,"MF",600
"1E_MS_ES_6",2016-05-31,"NF",23600
"1E_MS_ES_6",2016-06-30,"MF",720
"1E_MS_ES_6",2016-07-31,"MF",72680
"1E_MS_ES_6",2016-07-31,"NF",320
"1E_MS_ES_6",2016-08-31,"MF",574400
"1E_MS_ES_6",2016-08-31,"NF",280
"1E_MS_ES_6",2016-11-30,"MF",29583
"1E_MS_ES_6",2016-11-30,"NF",19918
"1E_MS_ES_6",2016-12-31,"MF",1120
"1E_MS_ES_6",2016-12-31,"NF",3440
"1E_MS_ES_6",2017-03-31,"MF",3726
"1E_MS_ES_6",2017-03-31,"NF",10206
"1E_MS_ES_6",2017-04-30,"MF",1200
"1E_MS_ES_6",2017-05-31,"NF",33756
"1E_MS_ES_6",2017-07-31,"MF",160
"1E_MS_ES_6",2017-07-31,"NF",11804
"1E_MS_ES_6",2017-09-30,"MF",3120
"1E_MS_ES_6",2017-09-30,"NF",400
"1E_MS_ES_6",2017-10-31,"MF",279311
"1E_MS_ES_6",2017-10-31,"NF",8196
"1E_MS_ES_6",2017-11-30,"MF",180770
"1E_MS_ES_6",2017-11-30,"NF",37773
"1E_MS_ES_6",2017-12-31,"MF",2650
"1E_MS_ES_6",2017-12-31,"NF",2117
"1_ABR_GU04",2015-07-31,"MF",2800
"1_ABR_GU04",2015-07-31,"NF",5160
"1_ABR_GU04",2015-09-30,"MF",37436
"1_ABR_GU04",2015-09-30,"NF",10360
"1_ABR_GU04",2015-11-30,"MF",54466
"1_ABR_GU04",2015-11-30,"NF",2520
"1_ABR_GU04",2016-01-31,"MF",5640
"1_ABR_GU04",2016-01-31,"NF",12600
"1_ABR_GU04",2016-03-31,"MF",2160
"1_ABR_GU04",2016-03-31,"NF",2760
"1_ABR_GU04",2016-06-30,"MF",1960
"1_ABR_GU04",2016-06-30,"NF",3760
"1_ABR_GU04",2016-07-31,"MF",9640
"1_ABR_GU04",2016-07-31,"NF",400
"1_ABR_GU04",2016-09-30,"MF",66280
"1_ABR_GU04",2016-09-30,"NF",1760
"1_ABR_GU04",2017-02-28,"MF",107692
"1_ABR_GU04",2017-02-28,"NF",2649572
"1_ABR_GU04",2017-03-31,"MF",13480
"1_ABR_GU04",2017-03-31,"NF",7040
"1_ABR_GU04",2017-06-30,"MF",780
"1_ABR_GU04",2017-06-30,"NF",240
"1_ABR_GU04",2017-07-31,"MF",680
"1_ABR_GU04",2017-07-31,"NF",1200
"1_ABR_GU04",2017-10-31,"MF",46800
"1_ABR_GU04",2017-10-31,"NF",3960
"1_ABR_GU04",2017-11-30,"MF",10920
"1_ABR_GU04",2017-11-30,"NF",4920
"1_ABR_GU05",2015-07-31,"MF",97480
"1_ABR_GU05",2015-07-31,"NF",6440
"1_ABR_GU05",2015-09-30,"MF",29598
"1_ABR_GU05",2015-09-30,"NF",3002
"1_ABR_GU05",2015-11-30,"MF",62592
"1_ABR_GU05",2015-11-30,"NF",3200
"1_ABR_GU05",2016-01-31,"MF",6160
"1_ABR_GU05",2016-01-31,"NF",11560
"1_ABR_GU05",2016-03-31,"MF",9680
"1_ABR_GU05",2016-03-31,"NF",14280
"1_ABR_GU05",2016-06-30,"MF",2400
"1_ABR_GU05",2016-06-30,"NF",1600
"1_ABR_GU05",2016-07-31,"MF",12880
"1_ABR_GU05",2016-07-31,"NF",360
"1_ABR_GU05",2016-09-30,"MF",27560
"1_ABR_GU05",2016-09-30,"NF",4360
"1_ABR_GU05",2017-02-28,"MF",37060
"1_ABR_GU05",2017-02-28,"NF",608648
"1_ABR_GU05",2017-03-31,"MF",17840
"1_ABR_GU05",2017-03-31,"NF",18960
"1_ABR_GU05",2017-06-30,"MF",700
"1_ABR_GU05",2017-06-30,"NF",1120
"1_ABR_GU05",2017-07-31,"MF",680
"1_ABR_GU05",2017-07-31,"NF",760
"1_ABR_GU05",2017-10-31,"MF",25800
"1_ABR_GU05",2017-10-31,"NF",360
"1_ABR_GU05",2017-11-30,"MF",1680
"1_ABR_GU05",2017-11-30,"NF",960
"1_ABR_GU06",2015-07-31,"MF",9720
"1_ABR_GU06",2015-07-31,"NF",3720
"1_ABR_GU06",2015-09-30,"MF",17520
"1_ABR_GU06",2015-09-30,"NF",8440
"1_ABR_GU06",2015-11-30,"MF",2080
"1_ABR_GU06",2015-11-30,"NF",920
"1_ABR_GU06",2016-01-31,"MF",320
"1_ABR_GU06",2016-01-31,"NF",640
"1_ABR_GU06",2016-03-31,"MF",600
"1_ABR_GU06",2016-03-31,"NF",640
"1_ABR_GU06",2016-06-30,"MF",1320
"1_ABR_GU06",2016-06-30,"NF",560
"1_ABR_GU06",2016-07-31,"MF",29480
"1_ABR_GU06",2016-07-31,"NF",3880
"1_ABR_GU06",2016-09-30,"MF",44120
"1_ABR_GU06",2016-09-30,"NF",3160
"1_ABR_GU06",2017-02-28,"MF",1308
"1_ABR_GU06",2017-02-28,"NF",20928
"1_ABR_GU06",2017-03-31,"MF",2320
"1_ABR_GU06",2017-03-31,"NF",3080
"1_ABR_GU06",2017-06-30,"MF",1160
"1_ABR_GU06",2017-06-30,"NF",640
"1_ABR_GU06",2017-07-31,"MF",1600
"1_ABR_GU06",2017-07-31,"NF",1200
"1_ABR_GU06",2017-10-31,"MF",25320
"1_ABR_GU06",2017-10-31,"NF",1480
"1_ABR_GU06",2017-11-30,"MF",4320
"1_ABR_GU06",2017-11-30,"NF",1200
"1_ABR_VA13",2015-07-31,"MF",26960
"1_ABR_VA13",2015-07-31,"NF",3640
"1_ABR_VA13",2015-09-30,"MF",7480
"1_ABR_VA13",2015-09-30,"NF",1160
"1_ABR_VA13",2015-11-30,"MF",32968
"1_ABR_VA13",2015-11-30,"NF",3280
"1_ABR_VA13",2016-01-31,"MF",10080
"1_ABR_VA13",2016-01-31,"NF",11840
"1_ABR_VA13",2016-03-31,"MF",31920
"1_ABR_VA13",2016-03-31,"NF",59440
"1_ABR_VA13",2016-06-30,"MF",1160
"1_ABR_VA13",2016-06-30,"NF",640
"1_ABR_VA13",2016-07-31,"MF",16400
"1_ABR_VA13",2016-07-31,"NF",2200
"1_ABR_VA13",2016-09-30,"MF",52040
"1_ABR_VA13",2016-09-30,"NF",1560
"1_ABR_VA13",2016-11-30,"MF",3080
"1_ABR_VA13",2016-11-30,"NF",5440
"1_ABR_VA13",2017-02-28,"MF",132980
"1_ABR_VA13",2017-02-28,"NF",178760
"1_ABR_VA13",2017-03-31,"MF",21560
"1_ABR_VA13",2017-03-31,"NF",35960
"1_ABR_VA13",2017-05-31,"MF",1400
"1_ABR_VA13",2017-05-31,"NF",2200
"1_ABR_VA13",2017-08-31,"MF",440
"1_ABR_VA13",2017-08-31,"NF",440
"1_ABR_VA13",2017-10-31,"MF",47000
"1_ABR_VA13",2017-10-31,"NF",1720
"1_ABR_VA13",2017-12-31,"MF",1600
"1_ABR_VA13",2017-12-31,"NF",960
"1_ABR_VA14",2015-07-31,"MF",135720
"1_ABR_VA14",2015-07-31,"NF",11760
"1_ABR_VA14",2015-09-30,"MF",16080
"1_ABR_VA14",2015-09-30,"NF",920
"1_ABR_VA14",2015-11-30,"MF",58730
"1_ABR_VA14",2015-11-30,"NF",6080
"1_ABR_VA14",2016-01-31,"MF",3120
"1_ABR_VA14",2016-01-31,"NF",5160
"1_ABR_VA14",2016-03-31,"MF",229496
"1_ABR_VA14",2016-03-31,"NF",473496
"1_ABR_VA14",2016-06-30,"MF",1520
"1_ABR_VA14",2016-06-30,"NF",1760
"1_ABR_VA14",2016-07-31,"MF",14920
"1_ABR_VA14",2016-07-31,"NF",720
"1_ABR_VA14",2016-09-30,"MF",34480
"1_ABR_VA14",2016-09-30,"NF",1360
"1_ABR_VA14",2016-11-30,"MF",3440
"1_ABR_VA14",2016-11-30,"NF",6360
"1_ABR_VA14",2017-02-28,"MF",14388
"1_ABR_VA14",2017-02-28,"NF",29648
"1_ABR_VA14",2017-03-31,"MF",23600
"1_ABR_VA14",2017-03-31,"NF",24360
"1_ABR_VA14",2017-05-31,"MF",1000
"1_ABR_VA14",2017-05-31,"NF",440
"1_ABR_VA14",2017-08-31,"MF",360
"1_ABR_VA14",2017-08-31,"NF",760
"1_ABR_VA14",2017-10-31,"MF",45720
"1_ABR_VA14",2017-10-31,"NF",4960
"1_ABR_VA14",2017-12-31,"MF",1360
"1_ABR_VA14",2017-12-31,"NF",320
"1_ABR_VA15",2015-07-31,"MF",22240
"1_ABR_VA15",2015-07-31,"NF",7600
"1_ABR_VA15",2015-09-30,"MF",1800
"1_ABR_VA15",2015-09-30,"NF",280
"1_ABR_VA15",2015-11-30,"MF",9954
"1_ABR_VA15",2015-11-30,"NF",520
"1_ABR_VA15",2016-01-31,"MF",1200
"1_ABR_VA15",2016-01-31,"NF",440
"1_ABR_VA15",2016-03-31,"MF",2240
"1_ABR_VA15",2016-03-31,"NF",4240
"1_ABR_VA15",2016-06-30,"MF",1480
"1_ABR_VA15",2016-06-30,"NF",1080
"1_ABR_VA15",2016-07-31,"MF",360
"1_ABR_VA15",2016-07-31,"NF",280
"1_ABR_VA15",2016-09-30,"MF",17480
"1_ABR_VA15",2016-09-30,"NF",2160
"1_ABR_VA15",2016-11-30,"MF",5720
"1_ABR_VA15",2016-11-30,"NF",4520
"1_ABR_VA15",2017-02-28,"MF",4360
"1_ABR_VA15",2017-02-28,"NF",6540
"1_ABR_VA15",2017-03-31,"MF",7160
"1_ABR_VA15",2017-03-31,"NF",4840
"1_ABR_VA15",2017-05-31,"MF",440
"1_ABR_VA15",2017-05-31,"NF",440
"1_ABR_VA15",2017-08-31,"MF",560
"1_ABR_VA15",2017-08-31,"NF",1680
"1_ABR_VA15",2017-10-31,"MF",24560
"1_ABR_VA15",2017-10-31,"NF",1600
"1_ABR_VA15",2017-12-31,"MF",3480
"1_ABR_VA15",2017-12-31,"NF",280
"2004",2015-07-31,"MF",53241
"2004",2015-07-31,"NF",1287782
"2004",2015-08-31,"MF",201787
"2004",2015-08-31,"NF",2002639
"2004",2015-09-30,"MF",97084
"2004",2015-10-31,"NF",2721177
"2004",2015-11-30,"MF",927695
"2004",2015-11-30,"NF",1933119
"2004",2015-12-31,"MF",20800
"2004",2015-12-31,"NF",24622587
"2004",2016-01-31,"MF",71200
"2004",2016-01-31,"NF",1659864
"2004",2016-02-29,"MF",14400
"2004",2016-02-29,"NF",20570664
"2004",2016-03-31,"MF",3186811
"2004",2016-03-31,"NF",19809790
"2004",2016-04-30,"MF",152491
"2004",2016-04-30,"NF",313694
"2004",2016-05-31,"MF",51600
"2004",2016-05-31,"NF",35100
"2004",2016-06-30,"MF",55300
"2004",2016-06-30,"NF",24295782
"2004",2016-07-31,"MF",262058
"2004",2016-07-31,"NF",360326
"2004",2016-08-31,"MF",7260
"2004",2016-08-31,"NF",6840
"2004",2016-09-30,"MF",986359
"2004",2016-09-30,"NF",1025571
"2004",2016-10-31,"MF",284873
"2004",2016-10-31,"NF",474916
"2004",2016-11-30,"MF",11700
"2004",2016-11-30,"NF",340686
"2004",2016-12-31,"MF",5120
"2004",2016-12-31,"NF",195803
"2004",2017-01-31,"MF",67884
"2004",2017-01-31,"NF",191014
"2004",2017-02-28,"MF",21320
"2004",2017-02-28,"NF",174009
"2004",2017-03-31,"MF",855738
"2004",2017-03-31,"NF",3651079
"2004",2017-04-30,"MF",1512436
"2004",2017-04-30,"NF",12901696
"2004",2017-05-31,"MF",16200
"2004",2017-05-31,"NF",1022320
"2004",2017-06-30,"MF",40960
"2004",2017-06-30,"NF",1657839
"2004",2017-07-31,"MF",16980
"2004",2017-07-31,"NF",163673
"2004",2017-08-31,"MF",257976
"2004",2017-08-31,"NF",187185
"2004",2017-09-30,"MF",262468
"2004",2017-09-30,"NF",920621
"2004",2017-10-31,"MF",773614
"2004",2017-10-31,"NF",1661550
"2004",2017-11-30,"MF",18320
"2004",2017-11-30,"NF",300082
"2004",2017-12-31,"MF",8840
"2004",2017-12-31,"NF",255589
"2014",2015-07-31,"MF",10160
"2014",2015-07-31,"NF",1220543
"2014",2015-08-31,"MF",105630
"2014",2015-08-31,"NF",1058833
"2014",2015-09-30,"MF",200756
"2014",2015-09-30,"NF",978309
"2014",2015-11-30,"MF",254017
"2014",2015-11-30,"NF",773530
"2014",2015-12-31,"MF",46200
"2014",2015-12-31,"NF",1161989
"2014",2016-01-31,"MF",10460
"2014",2016-01-31,"NF",120887
"2014",2016-02-29,"MF",71000
"2014",2016-02-29,"NF",1741327
"2014",2016-03-31,"MF",162300
"2014",2016-03-31,"NF",8296638
"2014",2016-04-30,"MF",53840
"2014",2016-04-30,"NF",518690
"2014",2016-05-31,"MF",15600
"2014",2016-05-31,"NF",7440
"2014",2016-06-30,"MF",10860
"2014",2016-06-30,"NF",202893
"2014",2016-07-31,"MF",331887
"2014",2016-07-31,"NF",992988
"2014",2016-08-31,"MF",81840
"2014",2016-08-31,"NF",76808
"2014",2016-09-30,"MF",131050
"2014",2016-09-30,"NF",127227
"2014",2016-10-31,"MF",861411
"2014",2016-10-31,"NF",1084164
"2014",2016-11-30,"MF",51200
"2014",2016-11-30,"NF",491995
"2014",2016-12-31,"MF",5660
"2014",2016-12-31,"NF",67650
"2014",2017-01-31,"MF",49560
"2014",2017-01-31,"NF",688035
"2014",2017-02-28,"MF",25700
"2014",2017-02-28,"NF",4241062
"2014",2017-03-31,"MF",267976
"2014",2017-03-31,"NF",2785867
"2014",2017-04-30,"MF",591897
"2014",2017-04-30,"NF",3163233
"2014",2017-05-31,"MF",10320
"2014",2017-05-31,"NF",1331361
"2014",2017-06-30,"MF",5040
"2014",2017-06-30,"NF",247649
"2014",2017-07-31,"MF",13720
"2014",2017-07-31,"NF",19118
"2014",2017-08-31,"MF",50323
"2014",2017-08-31,"NF",123020
"2014",2017-09-30,"MF",414736
"2014",2017-09-30,"NF",166547
"2014",2017-10-31,"MF",1044601
"2014",2017-10-31,"NF",6935131
"2014",2017-11-30,"MF",20720
"2014",2017-11-30,"NF",905868
"2014",2017-12-31,"MF",5880
"2014",2017-12-31,"NF",361577
"2017",2015-07-31,"MF",3680
"2017",2015-07-31,"NF",2248171
"2017",2015-08-31,"MF",61447
"2017",2015-08-31,"NF",1226388
"2017",2015-09-30,"MF",151115
"2017",2015-10-31,"NF",584120
"2017",2015-11-30,"MF",57040
"2017",2015-11-30,"NF",870659
"2017",2015-12-31,"MF",41160
"2017",2015-12-31,"NF",846738
"2017",2016-01-31,"MF",31400
"2017",2016-01-31,"NF",13650
"2017",2016-02-29,"MF",64280
"2017",2016-02-29,"NF",1027210
"2017",2016-03-31,"MF",115200
"2017",2016-03-31,"NF",2563956
"2017",2016-04-30,"MF",40400
"2017",2016-04-30,"NF",11120
"2017",2016-05-31,"MF",11700
"2017",2016-05-31,"NF",154280
"2017",2016-06-30,"MF",11720
"2017",2016-06-30,"NF",878068
"2017",2016-07-31,"MF",1735739
"2017",2016-07-31,"NF",400
"2017",2016-08-31,"MF",83461
"2017",2016-08-31,"NF",42782
"2017",2016-09-30,"MF",253812
"2017",2016-09-30,"NF",267972
"2017",2016-10-31,"MF",185753
"2017",2016-10-31,"NF",383470
"2017",2016-11-30,"MF",9160
"2017",2016-11-30,"NF",69687
"2017",2016-12-31,"MF",8320
"2017",2016-12-31,"NF",111024
"2017",2017-01-31,"MF",29680
"2017",2017-01-31,"NF",116312
"2017",2017-02-28,"MF",21400
"2017",2017-02-28,"NF",1869458
"2017",2017-03-31,"MF",245314
"2017",2017-03-31,"NF",3401989
"2017",2017-04-30,"MF",129730
"2017",2017-04-30,"NF",603682
"2017",2017-05-31,"MF",6440
"2017",2017-05-31,"NF",971013
"2017",2017-06-30,"MF",5280
"2017",2017-06-30,"NF",829817
"2017",2017-07-31,"MF",31865
"2017",2017-07-31,"NF",97975
"2017",2017-08-31,"MF",56320
"2017",2017-08-31,"NF",854385
"2017",2017-09-30,"MF",11840
"2017",2017-09-30,"NF",139565
"2017",2017-10-31,"MF",110300
"2017",2017-10-31,"NF",509402
"2017",2017-11-30,"MF",19040
"2017",2017-11-30,"NF",251535
"2017",2017-12-31,"MF",9320
"2017",2017-12-31,"NF",243721
"3FO03",2015-08-31,"MF",19922.774566474
"3FO03",2015-08-31,"NF",41996.8786127168
"3FO03",2015-10-31,"MF",53913.2177263969
"3FO03",2015-10-31,"NF",75723.6223506744
"3FO03",2015-11-30,"MF",18760.2312138728
"3FO03",2015-11-30,"NF",43754.3352601156
"3FO03",2016-01-31,"MF",4714.25925925926
"3FO03",2016-01-31,"NF",46428.2407407407
"3FO03",2016-03-31,"MF",38964.3518518519
"3FO03",2016-03-31,"NF",94187.962962963
"3FO03",2016-05-31,"MF",152464
"3FO03",2016-05-31,"NF",80952
"3FO03",2016-07-31,"MF",9144
"3FO03",2016-07-31,"NF",147109
"3FO03",2016-09-30,"MF",70326.4299797209
"3FO03",2016-09-30,"NF",114243.851662417
"3FO03",2016-11-30,"MF",13607
"3FO03",2016-11-30,"NF",152350
"3FO03",2017-02-28,"MF",351606
"3FO03",2017-02-28,"NF",559132
"3FO03",2017-03-31,"MF",346665
"3FO03",2017-03-31,"NF",348944
"3FO03",2017-05-31,"MF",1389
"3FO03",2017-05-31,"NF",326131
"3FO03",2017-07-31,"MF",6431
"3FO03",2017-07-31,"NF",810378
"3FO03",2017-10-31,"MF",28743
"3FO03",2017-10-31,"NF",665706
"3FO03",2017-11-30,"MF",6682
"3FO03",2017-11-30,"NF",479423
"3FO04",2015-08-31,"MF",12760
"3FO04",2015-08-31,"NF",88173.8728323699
"3FO04",2015-10-31,"MF",463364.855491329
"3FO04",2015-10-31,"NF",71609.8265895954
"3FO04",2015-11-30,"MF",2640
"3FO04",2015-11-30,"NF",30283.2407407407
"3FO04",2016-01-31,"MF",1200
"3FO04",2016-01-31,"NF",35115.1851851852
"3FO04",2016-03-31,"MF",21941.5740740741
"3FO04",2016-03-31,"NF",24579.2592592593
"3FO04",2016-05-31,"MF",2632
"3FO04",2016-05-31,"NF",225811
"3FO04",2016-07-31,"MF",39427
"3FO04",2016-07-31,"NF",92386
"3FO04",2016-09-30,"MF",158619.044420553
"3FO04",2016-09-30,"NF",264860.112702594
"3FO04",2016-11-30,"MF",26240
"3FO04",2016-11-30,"NF",325490
"3FO04",2017-02-28,"MF",94883
"3FO04",2017-02-28,"NF",403993
"3FO04",2017-03-31,"MF",269277
"3FO04",2017-03-31,"NF",200911
"3FO04",2017-05-31,"MF",1655
"3FO04",2017-05-31,"NF",280769
"3FO04",2017-07-31,"MF",2557
"3FO04",2017-07-31,"NF",935680
"3FO04",2017-10-31,"MF",18707
"3FO04",2017-10-31,"NF",621141
"3FO04",2017-11-30,"MF",14415
"3FO04",2017-11-30,"NF",430340
"4BA03",2015-08-31,"MF",5480
