Region,id,Date,Chla,DO,E_cond,NH4,NO2,NO3,O_sat,PO4,Salinity,Secchi_depth,SiO4,T,TN,TP,pH
Emilia-Romagna,1014,2017-03-31,0.6323333333333333,298.87283333333335,37.87733333333333,0.21,0.55,8.9,104.33333333333333,0.04,35.6857,6.0,0.91,9.083499999999999,24.59,0.25,8.631666666666666
Emilia-Romagna,1014,2017-04-30,2.651666666666667,301.37299333333334,41.6768,0.54,0.27,2.28,116.73333333333333,0.05,34.4401,4.5,1.02,14.3556,29.31,0.29,8.795666666666667
Emilia-Romagna,1014,2017-05-31,1.2486666666666666,236.36896666666667,44.820033333333335,0.41,0.21,3.98,99.43333333333334,0.04,33.36606666666666,4.5,4.41,18.874433333333332,18.01,0.14,8.601999999999999
Emilia-Romagna,1014,2017-06-30,0.3566666666666667,201.88763333333335,52.3662,0.41,0.04,0.04436899960593036,93.56666666666666,0.04,35.6601,9.0,3.05,23.498566666666665,14.78,0.12,8.491
Emilia-Romagna,1014,2017-07-31,0.11033333333333334,184.69903999999997,54.02373333333333,0.34,0.02,0.01086420527437514,87.33333333333333,0.02,36.141799999999996,12.0,1.08,24.462733333333333,17.99,0.16,8.418
Emilia-Romagna,1014,2017-08-31,0.24066666666666667,189.90769999999998,55.52760000000001,0.33,0.11,0.001083763331984555,93.7,0.05,34.966033333333336,10.0,2.44,27.389666666666667,17.75,0.21,8.381666666666666
Emilia-Romagna,1014,2017-09-30,0.3406666666666667,200.7417,54.98839999999999,0.3,0.06,0.0632525065351565,95.7,0.007705636775021551,36.582233333333335,6.5,1.08,24.814400000000003,17.69,0.31,8.404666666666666
Emilia-Romagna,1014,2017-10-31,12.603,359.5016366666667,41.3425,0.39,0.24,2.24,149.73333333333332,0.08,30.102633333333333,2.0,0.001980017287387929,19.393733333333333,33.82,0.35,8.836666666666666
Emilia-Romagna,1014,2017-11-30,1.5296666666666667,252.5,41.760866666666665,0.3,0.63,10.72,95.56666666666666,0.02,36.014266666666664,,8.39,12.736833333333331,25.57,0.3,8.484666666666667
Emilia-Romagna,1014,2017-12-31,0.7926666666666667,277.0833333333333,37.05896666666666,0.76,1.77,16.97,96.8,0.13,34.4453,,12.78,9.477266666666667,42.0,0.35,8.500666666666667
Emilia-Romagna,1017,2015-07-31,0.20000000000000004,141.89147328333334,54.873333333333335,0.53,0.01,0.32,89.03333333333335,0.03,34.61166666666667,12.5,1.2,27.242099999999997,16.95,0.17,8.316666666666668
Emilia-Romagna,1017,2015-08-31,0.4483333333333333,147.60303345,55.715666666666664,0.14,0.05,0.0,92.13333333333333,0.02,35.75236666666667,7.5,1.53,26.534266666666667,13.63,0.35,8.291666666666666
Emilia-Romagna,1017,2015-09-30,2.6670000000000003,183.25948763333335,46.15396666666667,0.68,0.28,5.32,99.86666666666667,0.04,33.98896666666667,4.7,2.07,19.470366666666667,29.23,0.71,8.265
Emilia-Romagna,1017,2015-10-31,1.705,180.32211383333333,45.487066666666664,0.59,0.47,3.44,94.86666666666667,0.0,35.38313333333333,7.8,1.52,17.1531,19.64,0.33,8.266
Emilia-Romagna,1017,2015-11-30,0.9193333333333333,188.39989178333335,44.062666666666665,0.51,0.19,1.59,97.06666666666666,0.04,34.92053333333333,6.0,0.54,16.2533,39.58,0.45,8.277
Emilia-Romagna,1017,2015-12-31,6.398333333333333,217.61044235,38.0103,4.06,0.73,7.32,99.39999999999999,0.0,34.36023333333333,4.5,7.64,10.586366666666667,18.07,0.27,8.350999999999999
Emilia-Romagna,1017,2016-01-31,0.3773333333333333,251.68236333333334,38.3535,0.31,0.78,6.57,87.73333333333333,0.1,36.4853,1.0,9.0,8.791966666666667,17.58,0.28,8.238666666666667
Emilia-Romagna,1017,2016-02-29,0.6783333333333333,257.09943000000004,38.67473333333333,0.1,0.36,4.88,90.5,0.00930265716242082,36.3044,9.0,4.14,9.299100000000001,20.11,0.26,8.292
Emilia-Romagna,1017,2016-03-31,1.9883333333333333,283.66356333333334,35.69336666666667,0.17,0.59,14.14,100.39999999999999,0.05,31.813233333333333,1.0,1.91,10.843966666666667,46.38,0.71,8.437333333333333
Emilia-Romagna,1017,2016-04-30,0.42133333333333334,279.60079333333334,39.5223,0.21,0.45,10.48,105.8,0.03,33.089400000000005,13.0,0.19,13.617233333333333,28.53,0.29,8.408
Emilia-Romagna,1017,2016-05-31,0.47100000000000003,230.11857,43.80846666666667,1.29,0.2,1.99,92.43333333333334,0.11,34.896966666666664,3.8,2.88,16.022966666666665,18.98,0.38,8.295
Emilia-Romagna,1017,2016-06-30,0.351,227.93094,48.957899999999995,0.63,0.02,0.17,102.66666666666667,0.007336426768201831,33.88543333333333,6.5,3.03,22.420199999999998,16.9,0.12,8.362666666666668
Emilia-Romagna,1017,2016-07-31,0.35166666666666674,192.51202666666666,53.49466666666667,0.16,0.08,0.03716751359148492,95.0,0.07,33.038466666666665,5.5,3.33,28.082233333333335,22.59,0.16,8.296666666666667
Emilia-Romagna,1017,2016-08-31,0.30666666666666664,216.99273333333335,54.261433333333336,0.19,0.04,0.05050317260353146,106.03333333333335,0.00977755532634165,34.367533333333334,6.5,2.27,26.984233333333332,14.8,0.22,8.233666666666666
Emilia-Romagna,1017,2016-09-30,0.47833333333333333,125.94536666666666,51.5371,0.08,0.07,1.92,57.166666666666664,0.02,36.17316666666667,4.0,1.41,22.08813333333333,22.83,0.29,8.219666666666667
Emilia-Romagna,1017,2016-10-31,0.6083333333333333,196.6789666666667,47.4044,1.13,0.42,4.79,83.93333333333334,0.03,35.4298,1.8,7.11,18.990466666666666,21.64,0.5,8.188666666666666
Emilia-Romagna,1017,2016-11-30,0.6893333333333334,243.45273666666665,41.83983333333333,0.62,1.12,7.39,92.89999999999999,0.04,35.59036666666666,1.8,9.08,13.264333333333333,25.41,0.58,8.563
Emilia-Romagna,1017,2016-12-31,1.1243333333333334,261.05796333333336,32.51886666666667,1.98,0.93,19.41,91.16666666666667,0.19,28.40426666666667,4.0,19.88,11.211500000000001,52.63,0.57,8.503666666666668
Emilia-Romagna,1017,2017-01-31,3.4753333333333334,265.95409666666666,35.000033333333334,0.01812020376554726,0.5,13.82,88.2,0.04,34.53103333333333,2.2,13.31,7.155633333333333,31.19,0.64,8.594666666666667
Emilia-Romagna,1017,2017-02-28,4.291333333333333,330.2289633333333,34.492133333333335,0.25,0.83,12.6,106.60000000000001,0.02,35.362,3.5,11.43,5.791366666666666,32.76,0.47,8.57
Emilia-Romagna,1017,2017-03-31,0.40233333333333327,297.9352733333333,38.23153333333334,0.11,0.47,7.45,104.39999999999999,0.02,35.958666666666666,5.0,0.69,9.181733333333334,22.07,0.21,8.659
Emilia-Romagna,1017,2017-04-30,0.581,295.0184366666667,42.2634,0.83,0.29,2.7,114.0,0.05,35.35646666666667,6.5,0.72,13.946133333333334,23.96,0.21,8.724
Emilia-Romagna,1017,2017-05-31,1.4093333333333333,274.3921433333333,45.519533333333335,0.56,0.26,3.41,118.03333333333335,0.02,32.86013333333333,5.0,4.97,20.238633333333336,21.06,0.18,8.638333333333334
Emilia-Romagna,1017,2017-06-30,0.20733333333333334,193.7621,52.99356666666667,0.41,0.05,0.0204486852993226,90.63333333333333,0.004834623950211973,35.75103333333333,11.0,3.16,23.979966666666666,12.39,0.07,8.482333333333333
Emilia-Romagna,1017,2017-07-31,0.06266666666666666,181.78221,55.3817,0.27,0.03,0.00976523592796471,86.8,0.04,36.885333333333335,14.0,1.19,24.804600000000004,16.37,0.1,8.404333333333334
Emilia-Romagna,1017,2017-08-31,0.12266666666666666,190.94946000000002,55.246766666666666,0.01820887230908723,0.08,0.02170663258609819,94.46666666666665,0.02,34.52346666666667,13.0,1.6,27.718666666666667,16.87,0.18,8.420666666666667
Emilia-Romagna,1017,2017-09-30,0.12133333333333333,204.90863333333334,54.82053333333334,0.21,0.03,0.05343444634552315,97.43333333333334,0.03,36.57973333333334,12.0,0.69,24.66246666666667,14.79,0.23,8.423333333333334
Emilia-Romagna,1017,2017-10-31,1.5956666666666666,261.78719333333333,48.109633333333335,0.08,0.1,0.41,114.23333333333333,0.04,34.85256666666667,3.5,0.009169022513227026,20.3708,21.28,0.15,8.596333333333334
Emilia-Romagna,1017,2017-11-30,0.8850000000000001,250.83333333333334,41.257266666666666,1.49,0.51,10.99,94.56666666666666,0.11,35.586800000000004,,9.37,12.6755,29.33,0.53,8.455666666666668
Emilia-Romagna,1017,2017-12-31,1.4063333333333334,274.7916666666667,38.7463,0.1,2.1,13.36,97.66666666666667,0.09,35.768366666666665,,10.99,9.9062,22.37,0.22,8.485999999999999
Emilia-Romagna,2004,2015-07-31,0.12833333333333333,153.39618733333333,54.4281,0.61,0.07,0.0,95.13333333333333,0.04,34.81933333333333,13.0,0.9,26.5391,16.79,0.24,8.325000000000001
Emilia-Romagna,2004,2015-08-31,0.5516666666666666,149.07172035,54.49483333333333,0.08,0.03,0.0,91.36666666666667,0.0,35.6492,5.2,2.16,25.52333333333333,13.66,0.37,8.293666666666667
Emilia-Romagna,2004,2015-09-30,0.714,168.16465005,48.6122,0.79,0.14,2.78,93.23333333333333,0.02,35.710633333333334,9.0,1.45,19.838066666666666,15.24,0.45,8.256333333333332
Emilia-Romagna,2004,2015-10-31,2.676666666666667,221.52694075,33.6521,0.04,0.67,29.19,106.60000000000001,0.03,26.435599999999997,3.0,18.04,15.396433333333334,47.85,0.67,8.350999999999999
Emilia-Romagna,2004,2015-11-30,1.797,208.22716493333334,39.34153333333333,0.37,0.32,10.3,102.53333333333335,0.0,31.8292,3.1,1.89,14.9186,40.63,0.34,8.325333333333333
Emilia-Romagna,2004,2015-12-31,12.719,269.3408587166667,29.310466666666667,0.12,0.55,15.07,110.96666666666665,0.02,27.7915,2.5,12.52,7.871633333333333,40.39,0.7,8.464
Emilia-Romagna,2004,2016-01-31,0.8153333333333334,319.81162666666665,35.44133333333333,0.41,1.25,15.13,107.36666666666667,0.08,34.454100000000004,6.0,12.69,7.715266666666667,27.92,0.4,8.283
Emilia-Romagna,2004,2016-02-29,8.345,362.6268333333333,32.240966666666665,0.14,1.91,59.93,119.60000000000001,0.03,30.8062,4.0,35.0,7.9559,66.14,0.74,8.454666666666666
Emilia-Romagna,2004,2016-03-31,16.043,379.81540666666666,34.2955,0.17,1.39,33.63,134.53333333333333,0.0009714514532209739,29.995533333333338,1.7,12.12,11.376766666666667,68.1,0.74,8.406
Emilia-Romagna,2004,2016-04-30,1.132,280.95506,40.124500000000005,0.21,0.52,11.56,106.7,0.004636008525203944,33.673633333333335,7.5,0.24,13.591733333333332,28.54,0.23,8.357
Emilia-Romagna,2004,2016-05-31,0.9590000000000001,239.49413,42.8365,0.04,0.46,10.13,97.46666666666665,0.007768485775421627,33.017,2.2,6.49,17.247966666666667,28.53,0.47,8.339333333333334
Emilia-Romagna,2004,2016-06-30,6.739,322.41597666666667,35.422266666666665,0.08,0.58,25.39,137.5,0.008969341292252417,23.560999999999996,1.5,17.62,22.62013333333333,52.53,0.56,8.624
Emilia-Romagna,2004,2016-07-31,1.0119999999999998,170.53150000000002,49.736266666666666,0.16,0.13,0.06762329289625056,80.89999999999999,0.08,31.733900000000002,4.2,4.61,26.149833333333333,26.48,0.54,8.364666666666666
Emilia-Romagna,2004,2016-08-31,0.10566666666666667,188.7618,57.316766666666666,0.19,0.06,0.02628979821106316,92.33333333333333,0.02,37.26916666666667,11.0,1.84,26.0939,13.79,0.15,8.154333333333334
Emilia-Romagna,2004,2016-09-30,1.3613333333333333,211.05483333333333,44.61996666666667,0.36,0.43,28.28,93.66666666666667,0.03,30.30496666666667,6.0,19.83,22.75406666666667,58.9,0.74,8.307666666666668
Emilia-Romagna,2004,2016-10-31,0.5539999999999999,205.11699666666667,49.844699999999996,0.01759717244531811,0.16,2.13,89.3,0.0005281088915574239,36.9634,6.5,2.52,19.57303333333333,21.79,0.46,8.202666666666667
Emilia-Romagna,2004,2016-11-30,1.8323333333333334,290.01813999999996,28.450066666666668,2.58,0.86,32.69,96.96666666666665,0.32,25.076633333333334,1.8,27.515,10.305366666666666,62.504999999999995,1.065,8.597333333333333
Emilia-Romagna,2004,2016-12-31,1.2816666666666665,256.99523,35.0966,1.05,1.02,20.62,90.53333333333335,0.18,31.2332,3.0,22.5,10.806833333333335,32.82,0.47,8.503333333333332
Emilia-Romagna,2004,2017-01-31,0.3403333333333334,283.03854333333334,39.52486666666667,0.72,0.52,3.33,99.03333333333335,0.06,38.028,5.5,4.77,8.516466666666666,11.4,0.42,8.624333333333334
Emilia-Romagna,2004,2017-02-28,0.6856666666666666,287.72634,38.70126666666667,0.009311125131792717,0.62,3.43,99.0,0.11,37.86853333333333,5.5,5.38,7.8399,16.1,0.2,8.502
Emilia-Romagna,2004,2017-03-31,1.4746666666666666,338.87533333333334,33.31496666666666,0.17,1.01,67.73,116.60000000000001,0.07,30.2324,2.0,30.48,10.026000000000002,100.99,0.99,8.685666666666666
Emilia-Romagna,2004,2017-04-30,11.68,347.2092,38.1577,0.55,0.51,11.61,133.53333333333333,0.002128521082398259,30.619033333333334,2.0,4.16,15.127866666666668,50.4,0.5,8.949666666666667
Emilia-Romagna,2004,2017-05-31,0.5176666666666666,241.89010999999996,44.01006666666667,0.41,0.17,5.41,102.63333333333333,0.1,32.009233333333334,8.5,4.32,19.755666666666666,20.56,0.15,8.579333333333333
Emilia-Romagna,2004,2017-06-30,0.723,219.59706333333335,48.7861,0.67,0.06,0.002992992623225532,98.96666666666665,0.008615307600756255,33.6583,6.5,6.4,22.541633333333333,18.82,0.58,8.585333333333333
Emilia-Romagna,2004,2017-07-31,0.07966666666666666,194.0746366666667,54.01893333333334,0.18,0.03,0.07974358646800409,91.53333333333335,0.008865363544912627,36.316966666666666,16.0,0.83,24.242033333333335,14.8,0.11,8.424666666666667
Emilia-Romagna,2004,2017-08-31,0.151,192.3036933333333,55.5699,0.22,0.06,0.43,94.76666666666667,0.00967458297365901,35.09623333333334,12.0,1.44,27.256466666666665,22.14,0.16,8.423666666666668
Emilia-Romagna,2004,2017-09-30,0.3256666666666667,199.5958333333333,53.506933333333336,0.31,0.006604691255337472,0.04395746815036841,94.0,0.0001115547830916697,35.8253,1.0,0.18,24.371733333333335,16.92,0.24,8.475666666666667
Emilia-Romagna,2004,2017-10-31,6.639,320.33249,45.9735,0.64,0.13,0.03259004517871187,137.53333333333333,0.03,33.4553,2.0,0.44,19.94953333333333,27.61,0.33,8.714666666666666
Emilia-Romagna,2004,2017-11-30,0.433,247.29166666666666,40.72643333333334,0.99,0.35,11.13,92.89999999999999,0.08,35.0813,,8.84,12.669199999999998,24.41,0.31,8.477666666666666
Emilia-Romagna,2004,2017-12-31,0.644,266.1458333333333,41.29366666666667,0.19,1.28,5.56,98.2,0.05,37.02396666666667,,5.4,11.239766666666666,18.11,0.42,8.495
Emilia-Romagna,2014,2015-07-31,0.14133333333333334,143.3601601833333,55.38766666666667,0.36,0.04,0.0,90.10000000000001,0.0,34.9348,15.0,1.03,27.301299999999998,14.78,0.1,8.305333333333333
Emilia-Romagna,2014,2015-08-31,0.42,145.4000031,55.4606,0.04,0.02,0.0,90.96666666666665,0.02,35.3555,6.7,0.83,26.8112,12.18,0.33,8.308666666666666
Emilia-Romagna,2014,2015-09-30,1.3106666666666666,170.3676804,50.1722,0.75,0.11,0.32,95.76666666666667,0.05,36.5772,7.5,1.11,20.323066666666666,16.74,0.5,8.235
Emilia-Romagna,2014,2015-10-31,1.9006666666666667,175.7528657,46.77176666666667,0.46,0.23,0.23,93.39999999999999,0.07,36.29933333333333,7.8,0.85,17.382233333333332,20.77,0.4,8.244666666666665
Emilia-Romagna,2014,2015-11-30,1.657,165.55365111666666,48.4942,3.35,0.2,0.58,88.96666666666665,0.02,37.6241,6.2,1.01,17.575866666666666,20.55,0.34,8.201666666666666
Emilia-Romagna,2014,2015-12-31,1.8576666666666666,187.25757975000002,42.98763333333333,0.18,0.27,1.96,90.89999999999999,0.0,37.3653,8.0,4.44,12.570866666666667,19.73,0.45,8.242666666666667
Emilia-Romagna,2014,2016-01-31,0.44966666666666666,263.76651,39.9252,0.15,0.94,6.61,95.0,0.06,36.652633333333334,6.0,8.42,10.232933333333333,18.11,0.33,8.218333333333334
Emilia-Romagna,2014,2016-02-29,1.0730000000000002,279.0799333333333,37.87853333333333,0.1,0.63,9.33,97.3,0.03,35.73083333333333,9.0,6.67,9.039833333333334,25.02,0.31,8.316666666666666
Emilia-Romagna,2014,2016-03-31,2.039,334.2917366666666,36.8203,0.51,0.79,18.55,118.93333333333334,0.00629448028955685,33.04033333333333,2.8,1.53,10.723233333333333,38.57,0.52,8.431333333333333
Emilia-Romagna,2014,2016-04-30,1.0176666666666667,269.2876833333333,40.721399999999996,0.24,0.55,11.83,102.76666666666667,0.004974469643554603,34.13196666666667,8.0,0.29,13.705,22.29,0.28,8.334666666666667
Emilia-Romagna,2014,2016-05-31,0.401,277.62150333333335,43.849333333333334,0.45,0.06,1.48,109.89999999999999,0.1,35.866733333333336,7.0,2.33,14.986766666666666,19.25,0.3,8.272666666666668
Emilia-Romagna,2014,2016-06-30,0.4756666666666667,221.88886333333335,49.84446666666667,0.47,0.009563085073762852,0.09000250392180283,100.23333333333333,0.004957712198599458,34.608066666666666,7.0,1.97,22.378566666666668,17.06,0.11,8.322666666666667
Emilia-Romagna,2014,2016-07-31,0.557,196.6789666666667,53.52523333333334,0.16,0.08,0.01419921415754971,96.8,0.06,33.22556666666667,6.5,3.29,27.8462,19.11,0.23,8.293
Emilia-Romagna,2014,2016-08-31,0.32866666666666666,211.78407,55.61953333333333,0.19,0.02,0.01344748147112287,103.66666666666667,0.005053146344630032,35.5357,12.0,0.61,26.725166666666667,13.36,0.17,8.212333333333333
Emilia-Romagna,2014,2016-09-30,0.21,147.09253333333334,53.6039,0.1,0.04,0.008143040965981297,67.93333333333334,0.01,37.249500000000005,9.5,0.63,22.738966666666666,17.73,0.19,8.189333333333332
Emilia-Romagna,2014,2016-10-31,1.2103333333333335,180.32381,48.90016666666667,0.35,0.16,3.41,80.39999999999999,0.03,34.43436666666667,7.5,1.4,21.6665,35.01,0.4,8.253
Emilia-Romagna,2014,2016-11-30,1.611,260.4329333333333,38.8048,2.97,1.02,13.28,95.66666666666667,0.02,33.866033333333334,5.0,10.27,11.9698,30.41,0.3,8.555
Emilia-Romagna,2014,2016-12-31,0.38833333333333336,215.74263666666664,44.9275,0.19,1.45,2.96,85.43333333333334,0.08,37.25946666666667,3.0,6.07,14.564733333333335,17.69,0.42,8.426
Emilia-Romagna,2014,2017-01-31,1.6583333333333332,261.3705433333334,39.03613333333333,0.01137425178074385,0.55,4.6,91.60000000000001,0.05,37.15436666666667,2.5,8.25,8.845433333333334,18.93,0.4,8.535
Emilia-Romagna,2014,2017-02-28,3.8249999999999997,318.04070333333334,34.52,0.11,0.7,10.51,103.13333333333333,0.05,35.1301,3.8,9.69,6.0441,28.48,0.51,8.558666666666667
Emilia-Romagna,2014,2017-03-31,0.785,307.72757,38.187400000000004,0.2,0.46,7.33,107.5,0.05,36.08906666666667,6.5,0.93,9.007233333333334,23.13,0.17,8.636666666666667
Emilia-Romagna,2014,2017-04-30,3.141,305.74829,41.2952,0.5,0.29,3.13,118.83333333333333,0.04,33.78756666666667,4.5,0.98,14.698633333333333,32.37,0.28,8.819666666666667
Emilia-Romagna,2014,2017-05-31,0.457,227.30587666666665,46.774566666666665,0.55,0.1,1.18,95.16666666666667,0.03,35.929300000000005,7.0,2.73,17.8002,10.46,0.06,8.549
Emilia-Romagna,2014,2017-06-30,0.293,200.32503333333332,52.59753333333333,0.43,0.06,0.17,93.3,0.04,35.597166666666666,11.0,3.07,23.796466666666664,16.25,0.13,8.495333333333333
Emilia-Romagna,2014,2017-07-31,0.074,182.51140666666666,54.27426666666667,0.46,0.06,0.09895552773056167,86.60000000000001,0.04,36.16416666666667,16.0,1.13,24.668599999999998,12.99,0.15,8.386000000000001
Emilia-Romagna,2014,2017-08-31,0.12466666666666666,191.26196000000002,55.350500000000004,0.28,0.04,0.05483687945812367,94.7,0.00399177803802669,34.56720000000001,12.0,1.02,27.758466666666667,14.39,0.12,8.416666666666666
Emilia-Romagna,2014,2017-09-30,0.315,207.8255,54.44556666666667,0.21,0.04,0.0969366958369689,98.46666666666665,0.0008606810411547595,36.41143333333333,12.0,0.45,24.522366666666667,66.23,0.32,8.432666666666668
Emilia-Romagna,2014,2017-10-31,2.638333333333333,273.87129666666664,47.78803333333334,0.003992130806842877,0.11,0.22,118.89999999999999,0.07,34.798766666666666,3.5,0.003970934146183575,20.1142,25.56,0.25,8.627333333333333
Emilia-Romagna,2014,2017-11-30,1.0213333333333334,235.83333333333334,44.55356666666666,0.19,0.98,4.73,92.83333333333333,0.08,37.1749,,7.06,14.290566666666665,17.65,0.21,8.458
Emilia-Romagna,2014,2017-12-31,0.884,265.7291666666667,40.212133333333334,0.07,1.81,9.86,96.39999999999999,0.06,36.61456666666667,,8.5,10.561,21.42,0.25,8.499
Emilia-Romagna,2017,2015-07-31,0.09433333333333334,139.19888063333335,55.4561,0.53,0.04,0.0,87.73333333333333,0.01,34.8559,15.0,1.21,27.46926666666667,17.05,0.18,8.306
Emilia-Romagna,2017,2015-08-31,0.36766666666666664,143.27856646666666,55.473366666666664,0.0,0.04,0.0,89.5,0.02,35.4359,9.0,1.43,26.71806666666667,16.36,0.26,8.301666666666668
Emilia-Romagna,2017,2015-09-30,2.155,175.67127198333333,48.437733333333334,0.66,0.18,1.78,97.39999999999999,0.04,35.50416666666666,7.0,0.96,19.912166666666668,24.97,0.41,8.249666666666666
Emilia-Romagna,2017,2015-10-31,1.3586666666666665,163.26902705,48.5785,0.08,0.22,0.0,88.39999999999999,0.0,37.20183333333333,10.8,1.09,18.114066666666666,13.82,0.29,8.221333333333334
Emilia-Romagna,2017,2015-11-30,1.4876666666666667,183.42267506666667,45.223166666666664,0.36,0.35,2.12,95.66666666666667,0.03,35.59973333333333,6.2,1.06,16.646433333333334,26.18,0.55,8.261333333333333
Emilia-Romagna,2017,2015-12-31,0.8966666666666668,176.32402171666664,44.141133333333336,0.25,0.39,1.51,87.03333333333335,0.0,37.827400000000004,6.0,4.01,13.226866666666666,11.15,0.26,8.249666666666668
Emilia-Romagna,2017,2016-01-31,0.5686666666666667,239.80666666666664,39.46986666666667,0.15,0.94,6.4,85.3,0.06,36.8235,4.0,7.75,9.603833333333334,21.37,0.38,8.257333333333333
Emilia-Romagna,2017,2016-02-29,0.9233333333333333,270.12103333333334,39.836733333333335,0.48,0.24,2.83,96.8,0.02,36.862300000000005,9.0,3.31,9.937533333333334,14.34,0.27,8.313666666666668
Emilia-Romagna,2017,2016-03-31,1.0213333333333334,274.70466,37.967800000000004,0.29,0.63,15.03,98.33333333333333,0.02,34.25633333333334,1.7,2.55,10.651466666666666,31.15,0.53,8.334333333333333
Emilia-Romagna,2017,2016-04-30,0.543,267.30835666666667,40.70806666666667,0.21,0.5,10.97,101.83333333333333,0.008552333778271552,34.23016666666667,12.0,0.54,13.583733333333333,30.26,0.28,8.356
Emilia-Romagna,2017,2016-05-31,0.253,252.30739666666668,44.26003333333333,0.58,0.08,1.11,100.8,0.1,35.78626666666667,1.0,2.57,15.483266666666665,17.54,0.24,8.272666666666668
Emilia-Romagna,2017,2016-06-30,0.6136666666666667,226.57667,48.58546666666666,0.37,0.03,0.09603228884496401,101.8,0.02,33.62656666666667,5.5,1.8,22.381133333333334,15.25,0.13,8.379
Emilia-Romagna,2017,2016-07-31,0.169,184.17817666666664,56.4158,0.16,0.32,2.36,91.53333333333335,0.06,35.380833333333335,19.0,2.99,27.674433333333337,20.37,0.17,8.207333333333333
Emilia-Romagna,2017,2016-08-31,0.4243333333333333,218.03446666666665,54.04506666666666,0.19,0.05,0.001935174220777303,106.13333333333333,0.00686621365063811,34.342999999999996,7.5,2.68,26.808866666666663,13.92,0.2,8.241333333333333
Emilia-Romagna,2017,2016-09-30,0.4923333333333333,129.6956,53.669266666666665,0.22,0.04,0.0416486611585638,59.93333333333334,0.03,37.24563333333333,9.0,1.22,22.803566666666665,21.68,0.33,8.184
Emilia-Romagna,2017,2016-10-31,0.6096666666666667,205.74202666666667,50.17293333333333,1.09,0.27,1.36,89.96666666666665,0.02,37.052600000000005,4.5,3.65,19.781333333333333,21.95,0.4,8.187333333333333
Emilia-Romagna,2017,2016-11-30,0.3213333333333333,228.55593666666664,44.81863333333333,0.24,0.84,2.92,90.3,0.06,37.2885,2.2,6.99,14.429433333333334,19.77,0.36,8.461333333333334
Emilia-Romagna,2017,2016-12-31,0.6093333333333333,216.99273333333335,44.36483333333334,0.19,1.54,4.52,85.26666666666667,0.07,37.025866666666666,5.5,6.97,14.261800000000001,22.45,0.49,8.447666666666667
Emilia-Romagna,2017,2017-01-31,0.8039999999999999,250.43233333333333,42.778099999999995,0.02710288184030247,0.27,0.33,93.26666666666667,0.04,38.50846666666667,3.5,4.86,11.2487,13.52,0.38,8.541666666666666
Emilia-Romagna,2017,2017-02-28,2.2216666666666662,307.41506333333336,35.8431,0.25,0.76,8.12,101.06666666666666,0.03,36.376733333333334,4.5,9.0,6.279733333333334,21.51,0.36,8.536333333333333
Emilia-Romagna,2017,2017-03-31,0.6933333333333334,307.10253,37.988166666666665,0.3,0.52,7.79,107.16666666666667,0.005556502647853039,35.8637,6.5,0.62,9.022533333333334,23.03,0.23,8.664
Emilia-Romagna,2017,2017-04-30,0.8593333333333333,287.4137666666666,42.7288,0.89,0.23,1.93,111.86666666666667,0.05,35.5211,6.5,0.79,14.2388,31.09,0.28,8.707
Emilia-Romagna,2017,2017-05-31,0.45366666666666666,231.8895,48.45193333333333,0.96,0.04,1.11,99.63333333333333,0.008624047150595917,36.19903333333333,8.0,2.51,19.1165,13.25,0.07,8.530333333333333
Emilia-Romagna,2017,2017-06-30,0.25366666666666665,198.13737333333333,52.719966666666664,0.41,0.03,0.15,92.73333333333333,0.02,35.46556666666667,10.0,3.4,24.0775,12.8,0.06,8.497
Emilia-Romagna,2017,2017-07-31,0.085,181.05300666666668,55.424266666666675,0.35,0.05,0.00043535856499749,86.46666666666665,0.03,36.9737,18.0,1.18,24.736166666666666,14.55,0.08,8.402666666666667
Emilia-Romagna,2017,2017-08-31,0.14333333333333334,190.22023333333334,56.92573333333333,0.19,0.06,0.007461963257857707,94.63333333333333,0.04,35.8015,15.0,1.01,27.597133333333332,14.14,0.14,8.388
Emilia-Romagna,2017,2017-09-30,0.14133333333333334,204.90863333333334,56.57626666666667,0.49,0.03,0.0569533227862796,98.63333333333333,0.04,37.62356666666667,16.0,0.82,24.997,16.99,0.24,8.399333333333333
Emilia-Romagna,2017,2017-10-31,0.89,231.36863333333335,50.948033333333335,0.02904631254401693,0.03,0.02925297881649349,103.10000000000001,0.02,36.72606666666667,6.0,0.002641803137423771,20.88233333333333,12.97,0.08,8.51
Emilia-Romagna,2017,2017-11-30,0.734,217.60416666666666,45.86846666666667,0.3,1.01,3.87,87.46666666666665,0.06,37.479000000000006,,6.26,15.241200000000001,15.47,0.39,8.456333333333333
Emilia-Romagna,2017,2017-12-31,0.9743333333333334,263.6458333333333,40.07426666666667,0.6,1.56,9.03,95.60000000000001,0.09,36.467999999999996,,6.98,10.5674,19.47,0.52,8.463666666666667
Emilia-Romagna,604,2015-07-31,0.401,150.13243866666667,54.244233333333334,0.47,0.12,0.0,94.03333333333335,0.0,34.093333333333334,6.2,2.83,27.340766666666667,19.96,0.31,8.283
Emilia-Romagna,604,2015-08-31,1.414,160.33165325000002,52.7141,0.0,0.02,0.0,99.26666666666667,0.04,33.344033333333336,3.1,1.37,26.877566666666667,14.03,0.36,8.371
