Region,id,Date,Chla,DO,E_cond,NH4,NO2,NO3,O_sat,PO4,Salinity,Secchi_depth,SiO4,T,TN,TP,pH,N_ratio,P_ratio
Emilia-Romagna,617,2016-03-31,5.640666666666667,333.56250666666665,32.96933333333333,0.62,1.36,33.01,117.16666666666667,0.03,28.73636666666667,1.0,7.41,11.351833333333333,63.76,1.25,8.481,0.5487766624843161,0.024
Emilia-Romagna,617,2016-04-30,0.25866666666666666,285.5386633333333,39.0627,0.21,0.54,12.89,106.83333333333333,0.01,33.14373333333333,10.5,0.47,13.057466666666665,26.65,0.19,8.396333333333333,0.5118198874296436,0.05263157894736842
Emilia-Romagna,617,2016-05-31,0.438,237.09815666666668,42.96496666666667,0.67,0.2,3.22,95.26666666666667,0.07,33.8628,3.5,2.64,16.3541,22.36,0.47,8.300333333333334,0.18291592128801432,0.14893617021276598
Emilia-Romagna,617,2016-06-30,0.27166666666666667,219.07619666666665,49.7278,0.81,0.06,0.1,99.16666666666667,0.03,34.383633333333336,6.5,2.32,22.547366666666665,65.7,0.18,8.336666666666666,0.01476407914764079,0.16666666666666666
Emilia-Romagna,617,2016-07-31,0.35400000000000004,192.09536,53.5402,0.16,0.1,0.1,94.83333333333333,0.07,33.064766666666664,6.0,3.13,28.089700000000004,19.03,0.25,8.290999999999999,0.01891749868628481,0.28
Emilia-Romagna,617,2016-08-31,0.49,218.55533333333332,54.6532,0.19,0.01,0.1,106.63333333333333,0.01,34.78126666666667,6.0,2.46,26.80473333333333,13.08,0.15,8.226999999999999,0.022935779816513766,0.06666666666666667
Emilia-Romagna,617,2016-09-30,0.4126666666666667,127.92466666666667,46.961333333333336,0.3,0.22,7.35,56.13333333333333,0.04,33.29006666666667,6.0,4.42,21.169833333333333,31.0,0.48,8.270666666666665,0.25387096774193546,0.08333333333333334
Emilia-Romagna,617,2016-10-31,0.4713333333333334,198.86660666666663,47.6915,0.91,0.38,3.61,85.13333333333334,0.04,35.566066666666664,2.0,6.07,19.112233333333332,20.67,0.47,8.197000000000001,0.23705853894533135,0.08510638297872342
Emilia-Romagna,617,2016-11-30,0.633,275.74637666666666,32.92706666666667,1.61,1.1,28.44,95.13333333333333,0.16,29.4658,2.5,22.55,10.368699999999999,32.02,0.45,8.604666666666667,0.9728294815740162,0.35555555555555557
Emilia-Romagna,617,2016-12-31,1.3906666666666665,270.01687999999996,30.397499999999997,2.23,0.91,28.07,92.26666666666667,0.26,26.766833333333334,5.5,22.39,10.655566666666667,56.59,0.62,8.519,0.5515108676444601,0.41935483870967744
Emilia-Romagna,617,2017-01-31,5.949333333333333,305.01906333333335,33.0969,0.23,0.48,15.96,98.33333333333333,0.03,33.27006666666667,1.5,11.02,6.3036,28.29,0.57,8.622333333333334,0.5892541534110994,0.052631578947368425
Emilia-Romagna,617,2017-02-28,6.447,343.0423,32.25133333333333,0.11,0.66,12.06,107.7,0.06,33.48173333333333,3.0,9.43,5.1237,38.45,0.56,8.642666666666667,0.33368010403120935,0.10714285714285712
Emilia-Romagna,617,2017-03-31,0.5916666666666667,286.26794333333333,37.3264,1.42,0.64,12.46,99.39999999999999,0.02,35.21276666666667,3.5,6.22,8.977366666666667,28.71,0.35,8.555666666666667,0.5057471264367817,0.05714285714285715
Emilia-Romagna,617,2017-04-30,0.5446666666666666,292.1015766666667,42.417233333333336,0.27,0.3,1.81,113.16666666666667,0.05,35.36873333333333,6.5,0.41,14.088966666666666,23.91,0.18,8.737666666666668,0.09953994144709326,0.2777777777777778
Emilia-Romagna,617,2017-05-31,1.7113333333333334,262.4122366666667,45.95053333333333,0.58,0.34,3.8,113.86666666666667,0.05,32.83793333333333,3.8,5.49,20.7135,22.88,0.09,8.645000000000001,0.2062937062937063,0.5555555555555556
Emilia-Romagna,617,2017-06-30,0.235,201.4709333333333,52.373400000000004,0.45,0.03,0.1,92.23333333333333,0.04,36.50313333333333,11.0,3.38,22.480566666666665,11.98,0.13,8.441,0.048414023372287146,0.3076923076923077
Emilia-Romagna,617,2017-07-31,0.09166666666666667,185.11573666666663,54.78980000000001,0.16,0.03,0.1,87.56666666666666,0.04,36.869933333333336,11.0,1.48,24.2805,16.12,0.12,8.4,0.017990074441687345,0.33333333333333337
Emilia-Romagna,617,2017-08-31,0.1443333333333333,191.05359666666666,55.467533333333336,0.03,0.04,0.1,94.63333333333333,0.02,34.66896666666667,11.5,1.34,27.732066666666668,14.11,0.19,8.414,0.012048192771084338,0.10526315789473684
Emilia-Romagna,617,2017-09-30,0.2826666666666667,219.28453333333334,54.485366666666664,0.21,0.04,0.1,104.23333333333333,0.03,36.294000000000004,8.0,0.49,24.704266666666665,23.0,0.25,8.415,0.015217391304347825,0.12
Emilia-Romagna,617,2017-10-31,1.5933333333333335,246.2654,48.43136666666666,0.03,0.11,1.57,107.7,0.02,35.085366666666665,3.5,0.01,20.40563333333333,23.13,0.29,8.588666666666667,0.07392996108949418,0.06896551724137932
Emilia-Romagna,617,2017-11-30,0.7473333333333333,245.41666666666666,41.55436666666667,1.08,0.58,11.94,92.7,0.07,35.865,,9.79,12.684366666666667,25.17,0.46,8.485,0.5403257846642828,0.15217391304347827
Emilia-Romagna,617,2017-12-31,0.9486666666666667,279.7916666666667,37.380500000000005,0.27,1.76,15.47,97.86666666666667,0.1,34.80896666666666,,11.49,9.445866666666667,29.41,0.13,8.497333333333334,0.5950357021421285,0.7692307692307693
Emilia-Romagna,1017,2015-07-31,0.20000000000000004,141.89147328333334,54.873333333333335,0.53,0.01,0.32,89.03333333333335,0.03,34.61166666666667,12.5,1.2,27.242099999999997,16.95,0.17,8.316666666666668,0.050737463126843664,0.1764705882352941
Emilia-Romagna,1017,2015-08-31,0.4483333333333333,147.60303345,55.715666666666664,0.14,0.05,0.1,92.13333333333333,0.02,35.75236666666667,7.5,1.53,26.534266666666667,13.63,0.35,8.291666666666666,0.021276595744680854,0.05714285714285715
Emilia-Romagna,1017,2015-09-30,2.6670000000000003,183.25948763333335,46.15396666666667,0.68,0.28,5.32,99.86666666666667,0.04,33.98896666666667,4.7,2.07,19.470366666666667,29.23,0.71,8.265,0.21484775915155663,0.056338028169014086
Emilia-Romagna,1017,2015-10-31,1.705,180.32211383333333,45.487066666666664,0.59,0.47,3.44,94.86666666666667,0.01,35.38313333333333,7.8,1.52,17.1531,19.64,0.33,8.266,0.22912423625254583,0.030303030303030304
Emilia-Romagna,1017,2015-11-30,0.9193333333333333,188.39989178333335,44.062666666666665,0.51,0.19,1.59,97.06666666666666,0.04,34.92053333333333,6.0,0.54,16.2533,39.58,0.45,8.277,0.057857503789792826,0.08888888888888889
Emilia-Romagna,1017,2015-12-31,6.398333333333333,217.61044234999997,38.0103,4.06,0.73,7.32,99.39999999999999,0.01,34.36023333333333,4.5,7.64,10.586366666666667,18.07,0.27,8.350999999999999,0.6701715550636413,0.037037037037037035
Emilia-Romagna,1017,2016-01-31,0.3773333333333333,251.68236333333334,38.3535,0.31,0.78,6.57,87.73333333333333,0.1,36.4853,1.0,9.0,8.791966666666667,17.58,0.28,8.238666666666667,0.4357224118316269,0.35714285714285715
Emilia-Romagna,1017,2016-02-29,0.6783333333333333,257.09943000000004,38.67473333333333,0.1,0.36,4.88,90.5,0.01,36.3044,9.0,4.14,9.299100000000001,20.11,0.26,8.292,0.26553953257086027,0.038461538461538464
Emilia-Romagna,1017,2016-03-31,1.9883333333333333,283.66356333333334,35.69336666666667,0.17,0.59,14.14,100.39999999999999,0.05,31.813233333333333,1.0,1.91,10.843966666666667,46.38,0.71,8.437333333333333,0.321259163432514,0.07042253521126761
Emilia-Romagna,1017,2016-04-30,0.42133333333333334,279.60079333333334,39.5223,0.21,0.45,10.48,105.8,0.03,33.089400000000005,13.0,0.19,13.617233333333333,28.53,0.29,8.408,0.39046617595513494,0.10344827586206896
Emilia-Romagna,1017,2016-05-31,0.47100000000000003,230.11857,43.80846666666667,1.29,0.2,1.99,92.43333333333334,0.11,34.896966666666664,3.8,2.88,16.022966666666665,18.98,0.38,8.295,0.1833508956796628,0.2894736842105263
Emilia-Romagna,1017,2016-06-30,0.351,227.93094,48.957899999999995,0.63,0.02,0.17,102.66666666666667,0.01,33.88543333333333,6.5,3.03,22.420199999999998,16.9,0.12,8.362666666666668,0.04852071005917161,0.08333333333333334
Emilia-Romagna,1017,2016-07-31,0.35166666666666674,192.51202666666666,53.49466666666667,0.16,0.08,0.1,95.0,0.07,33.038466666666665,5.5,3.33,28.082233333333335,22.59,0.16,8.296666666666667,0.015050907481186367,0.43750000000000006
Emilia-Romagna,1017,2016-08-31,0.30666666666666664,216.99273333333335,54.261433333333336,0.19,0.04,0.1,106.03333333333335,0.01,34.367533333333334,6.5,2.27,26.984233333333332,14.8,0.22,8.233666666666666,0.0222972972972973,0.045454545454545456
Emilia-Romagna,1017,2016-09-30,0.47833333333333333,125.94536666666666,51.5371,0.08,0.07,1.92,57.166666666666664,0.02,36.17316666666667,4.0,1.41,22.08813333333333,22.83,0.29,8.219666666666667,0.09067017082785808,0.06896551724137932
Emilia-Romagna,1017,2016-10-31,0.6083333333333333,196.6789666666667,47.4044,1.13,0.42,4.79,83.93333333333334,0.03,35.4298,1.8,7.11,18.990466666666666,21.64,0.5,8.188666666666666,0.2929759704251386,0.06
Emilia-Romagna,1017,2016-11-30,0.6893333333333334,243.45273666666665,41.83983333333333,0.62,1.12,7.39,92.89999999999999,0.04,35.59036666666666,1.8,9.08,13.264333333333333,25.41,0.58,8.563,0.35930735930735924,0.06896551724137932
Emilia-Romagna,1017,2016-12-31,1.1243333333333334,261.05796333333336,32.51886666666667,1.98,0.93,19.41,91.16666666666667,0.19,28.40426666666667,4.0,19.88,11.211500000000001,52.63,0.57,8.503666666666668,0.4240927227816834,0.33333333333333337
Emilia-Romagna,1017,2017-01-31,3.4753333333333334,265.95409666666666,35.000033333333334,0.03,0.5,13.82,88.2,0.04,34.53103333333333,2.2,13.31,7.155633333333333,31.19,0.64,8.594666666666667,0.46008336005129846,0.0625
Emilia-Romagna,1017,2017-02-28,4.291333333333333,330.2289633333333,34.492133333333335,0.25,0.83,12.6,106.60000000000001,0.02,35.362,3.5,11.43,5.791366666666666,32.76,0.47,8.57,0.4175824175824176,0.04255319148936171
Emilia-Romagna,1017,2017-03-31,0.40233333333333327,297.9352733333333,38.23153333333334,0.11,0.47,7.45,104.39999999999999,0.02,35.958666666666666,5.0,0.69,9.181733333333334,22.07,0.21,8.659,0.36384231989125515,0.09523809523809525
Emilia-Romagna,1017,2017-04-30,0.581,295.0184366666667,42.2634,0.83,0.29,2.7,114.0,0.05,35.35646666666667,6.5,0.72,13.946133333333334,23.96,0.21,8.724,0.15943238731218698,0.2380952380952381
Emilia-Romagna,1017,2017-05-31,1.4093333333333333,274.3921433333333,45.519533333333335,0.56,0.26,3.41,118.03333333333335,0.02,32.86013333333333,5.0,4.97,20.238633333333336,21.06,0.18,8.638333333333334,0.2008547008547009,0.11111111111111112
Emilia-Romagna,1017,2017-06-30,0.20733333333333334,193.7621,52.99356666666667,0.41,0.05,0.1,90.63333333333333,0.01,35.75103333333333,11.0,3.16,23.979966666666666,12.39,0.07,8.482333333333333,0.04519774011299435,0.14285714285714285
Emilia-Romagna,1017,2017-07-31,0.06266666666666666,181.78221,55.3817,0.27,0.03,0.1,86.8,0.04,36.885333333333335,14.0,1.19,24.804600000000004,16.37,0.1,8.404333333333334,0.02443494196701283,0.39999999999999997
Emilia-Romagna,1017,2017-08-31,0.12266666666666666,190.94946000000002,55.246766666666666,0.03,0.08,0.1,94.46666666666665,0.02,34.52346666666667,13.0,1.6,27.718666666666667,16.87,0.18,8.420666666666667,0.012448132780082988,0.11111111111111112
Emilia-Romagna,1017,2017-09-30,0.12133333333333333,204.90863333333334,54.82053333333334,0.21,0.03,0.1,97.43333333333334,0.03,36.57973333333334,12.0,0.69,24.66246666666667,14.79,0.23,8.423333333333334,0.022988505747126436,0.13043478260869565
Emilia-Romagna,1017,2017-10-31,1.5956666666666666,261.78719333333333,48.109633333333335,0.08,0.1,0.41,114.23333333333333,0.04,34.85256666666667,3.5,0.01,20.3708,21.28,0.15,8.596333333333334,0.027725563909774435,0.26666666666666666
Emilia-Romagna,1017,2017-11-30,0.8850000000000001,250.83333333333334,41.257266666666666,1.49,0.51,10.99,94.56666666666666,0.11,35.586800000000004,,9.37,12.6755,29.33,0.53,8.455666666666668,0.44289123764064103,0.20754716981132074
Emilia-Romagna,1017,2017-12-31,1.4063333333333334,274.7916666666667,38.7463,0.1,2.1,13.36,97.66666666666667,0.09,35.768366666666665,,10.99,9.9062,22.37,0.22,8.485999999999999,0.6955744300402323,0.40909090909090906
Emilia-Romagna,2017,2015-07-31,0.09433333333333334,139.19888063333335,55.4561,0.53,0.04,0.1,87.73333333333333,0.01,34.8559,15.0,1.21,27.46926666666667,17.05,0.18,8.306,0.03929618768328446,0.05555555555555556
Emilia-Romagna,2017,2015-08-31,0.36766666666666664,143.27856646666666,55.473366666666664,0.03,0.04,0.1,89.5,0.02,35.4359,9.0,1.43,26.71806666666667,16.36,0.26,8.301666666666668,0.010391198044009781,0.07692307692307693
Emilia-Romagna,2017,2015-09-30,2.155,175.67127198333333,48.437733333333334,0.66,0.18,1.78,97.39999999999999,0.04,35.50416666666666,7.0,0.96,19.912166666666668,24.97,0.41,8.249666666666666,0.10492591109331198,0.0975609756097561
Emilia-Romagna,2017,2015-10-31,1.3586666666666665,163.26902705,48.5785,0.08,0.22,0.1,88.39999999999999,0.01,37.20183333333333,10.8,1.09,18.114066666666666,13.82,0.29,8.221333333333334,0.028943560057887122,0.03448275862068966
Emilia-Romagna,2017,2015-11-30,1.4876666666666667,183.42267506666667,45.223166666666664,0.36,0.35,2.12,95.66666666666667,0.03,35.59973333333333,6.2,1.06,16.646433333333334,26.18,0.55,8.261333333333333,0.10809778456837281,0.054545454545454536
Emilia-Romagna,2017,2015-12-31,0.8966666666666668,176.3240217166667,44.141133333333336,0.25,0.39,1.51,87.03333333333335,0.01,37.827400000000004,6.0,4.01,13.226866666666666,11.15,0.26,8.249666666666668,0.1928251121076233,0.038461538461538464
Emilia-Romagna,2017,2016-01-31,0.5686666666666667,239.80666666666664,39.46986666666667,0.15,0.94,6.4,85.3,0.06,36.8235,4.0,7.75,9.603833333333334,21.37,0.38,8.257333333333333,0.35049134300421153,0.15789473684210525
Emilia-Romagna,2017,2016-02-29,0.9233333333333333,270.12103333333334,39.836733333333335,0.48,0.24,2.83,96.8,0.02,36.862300000000005,9.0,3.31,9.937533333333334,14.34,0.27,8.313666666666668,0.24755927475592746,0.07407407407407407
Emilia-Romagna,2017,2016-03-31,1.0213333333333334,274.70466,37.967800000000004,0.29,0.63,15.03,98.33333333333333,0.02,34.25633333333334,1.7,2.55,10.651466666666666,31.15,0.53,8.334333333333333,0.5120385232744783,0.03773584905660377
Emilia-Romagna,2017,2016-04-30,0.543,267.30835666666667,40.70806666666667,0.21,0.5,10.97,101.83333333333333,0.01,34.23016666666667,12.0,0.54,13.583733333333333,30.26,0.28,8.356,0.38598810310641113,0.03571428571428571
Emilia-Romagna,2017,2016-05-31,0.253,252.30739666666668,44.26003333333333,0.58,0.08,1.11,100.8,0.1,35.78626666666667,1.0,2.57,15.483266666666665,17.54,0.24,8.272666666666668,0.10091220068415052,0.4166666666666667
Emilia-Romagna,2017,2016-06-30,0.6136666666666667,226.57667,48.58546666666666,0.37,0.03,0.1,101.8,0.02,33.62656666666667,5.5,1.8,22.381133333333334,15.25,0.13,8.379,0.03278688524590164,0.15384615384615385
Emilia-Romagna,2017,2016-07-31,0.169,184.17817666666664,56.4158,0.16,0.32,2.36,91.53333333333335,0.06,35.380833333333335,19.0,2.99,27.674433333333337,20.37,0.17,8.207333333333333,0.13942071674030435,0.3529411764705882
Emilia-Romagna,2017,2016-08-31,0.4243333333333333,218.03446666666665,54.04506666666666,0.19,0.05,0.1,106.13333333333333,0.01,34.342999999999996,7.5,2.68,26.808866666666663,13.92,0.2,8.241333333333333,0.02442528735632184,0.049999999999999996
Emilia-Romagna,2017,2016-09-30,0.4923333333333333,129.6956,53.669266666666665,0.22,0.04,0.1,59.93333333333334,0.03,37.24563333333333,9.0,1.22,22.803566666666665,21.68,0.33,8.184,0.016605166051660517,0.0909090909090909
Emilia-Romagna,2017,2016-10-31,0.6096666666666667,205.74202666666667,50.17293333333333,1.09,0.27,1.36,89.96666666666665,0.02,37.052600000000005,4.5,3.65,19.781333333333333,21.95,0.4,8.187333333333333,0.12391799544419135,0.049999999999999996
Emilia-Romagna,2017,2016-11-30,0.3213333333333333,228.55593666666664,44.81863333333333,0.24,0.84,2.92,90.3,0.06,37.2885,2.2,6.99,14.429433333333334,19.77,0.36,8.461333333333334,0.20232675771370764,0.16666666666666666
Emilia-Romagna,2017,2016-12-31,0.6093333333333333,216.99273333333335,44.36483333333334,0.19,1.54,4.52,85.26666666666667,0.07,37.025866666666666,5.5,6.97,14.261800000000001,22.45,0.49,8.447666666666667,0.27839643652561247,0.14285714285714288
Emilia-Romagna,2017,2017-01-31,0.8039999999999999,250.43233333333333,42.778099999999995,0.03,0.27,0.33,93.26666666666667,0.04,38.50846666666667,3.5,4.86,11.2487,13.52,0.38,8.541666666666666,0.04659763313609468,0.10526315789473684
Emilia-Romagna,2017,2017-02-28,2.2216666666666662,307.41506333333336,35.8431,0.25,0.76,8.12,101.06666666666666,0.03,36.376733333333334,4.5,9.0,6.279733333333334,21.51,0.36,8.536333333333333,0.42445374244537415,0.08333333333333333
Emilia-Romagna,2017,2017-03-31,0.6933333333333334,307.10253,37.988166666666665,0.3,0.52,7.79,107.16666666666667,0.01,35.8637,6.5,0.62,9.022533333333334,23.03,0.23,8.664,0.37386018237082064,0.043478260869565216
Emilia-Romagna,2017,2017-04-30,0.8593333333333333,287.4137666666666,42.7288,0.89,0.23,1.93,111.86666666666667,0.05,35.5211,6.5,0.79,14.2388,31.09,0.28,8.707,0.09810228369250562,0.17857142857142858
Emilia-Romagna,2017,2017-05-31,0.45366666666666666,231.8895,48.45193333333333,0.96,0.04,1.11,99.63333333333333,0.01,36.19903333333333,8.0,2.51,19.1165,13.25,0.07,8.530333333333333,0.15924528301886795,0.14285714285714285
Emilia-Romagna,2017,2017-06-30,0.25366666666666665,198.13737333333333,52.719966666666664,0.41,0.03,0.15,92.73333333333333,0.02,35.46556666666667,10.0,3.4,24.0775,12.8,0.06,8.497,0.046093749999999996,0.33333333333333337
Emilia-Romagna,2017,2017-07-31,0.085,181.05300666666668,55.424266666666675,0.35,0.05,0.1,86.46666666666665,0.03,36.9737,18.0,1.18,24.736166666666666,14.55,0.08,8.402666666666667,0.034364261168384876,0.375
Emilia-Romagna,2017,2017-08-31,0.14333333333333334,190.22023333333334,56.92573333333333,0.19,0.06,0.1,94.63333333333333,0.04,35.8015,15.0,1.01,27.597133333333332,14.14,0.14,8.388,0.024752475247524754,0.2857142857142857
Emilia-Romagna,2017,2017-09-30,0.14133333333333334,204.90863333333334,56.57626666666667,0.49,0.03,0.1,98.63333333333333,0.04,37.62356666666667,16.0,0.82,24.997,16.99,0.24,8.399333333333333,0.03649205414949971,0.16666666666666669
Emilia-Romagna,2017,2017-10-31,0.89,231.36863333333335,50.948033333333335,0.03,0.03,0.1,103.10000000000001,0.02,36.72606666666667,6.0,0.01,20.88233333333333,12.97,0.08,8.51,0.01233616037008481,0.25
Emilia-Romagna,2017,2017-11-30,0.734,217.60416666666666,45.86846666666667,0.3,1.01,3.87,87.46666666666665,0.06,37.479000000000006,,6.26,15.241200000000001,15.47,0.39,8.456333333333333,0.334841628959276,0.15384615384615383
Emilia-Romagna,2017,2017-12-31,0.9743333333333334,263.6458333333333,40.07426666666667,0.6,1.56,9.03,95.60000000000001,0.09,36.467999999999996,,6.98,10.5674,19.47,0.52,8.463666666666667,0.5747303543913713,0.17307692307692307
Marche,1E_MS_ES_3,2015-07-31,0.20000000000000004,143.60494133333336,57.99,0.714,0.357,1.785,91.36666666666667,0.161,36.63333333333333,4.0,1.35301134037136,27.53333333333333,9.85221674876847,0.161,7.8,0.2898840000000001,1.0
Marche,1E_MS_ES_3,2015-12-31,1.7333333333333334,195.00898283333333,38.449999999999996,0.714,0.785,8.853,89.03333333333335,0.161,35.0,2.5,10.895,10.4,14.064,0.161,8.1,0.7360637087599545,1.0
Marche,1E_MS_ES_3,2016-01-31,0.43333333333333335,237.5148,38.733333333333334,0.714,2.285,15.064,83.6,0.161,36.63333333333333,0.5,10.753,9.0,20.418,0.2906,8.0,0.8846605935938879,0.5540261527873365
Marche,1E_MS_ES_3,2016-02-29,0.3,198.24157,39.626666666666665,0.714,0.785,8.282,72.06666666666666,0.161,35.63333333333333,0.5,9.293,10.966666666666667,22.132,0.161,7.8,0.44193927345020784,1.0
Marche,1E_MS_ES_3,2016-03-31,4.566666666666666,268.8709733333333,35.71666666666667,0.714,2.57,35.839,96.43333333333334,0.161,31.22266666666667,1.5,3.311,11.557666666666668,43.55,0.161,7.978333333333334,0.8983467278989667,1.0
Marche,1E_MS_ES_3,2016-04-30,0.3666666666666667,255.32847333333333,41.842666666666666,0.714,0.428,7.496,96.93333333333334,0.161,35.9,2.5,1.958,12.9,18.348,0.161,7.8,0.4707870067582299,1.0
Marche,1E_MS_ES_3,2016-05-31,0.2333333333333333,228.13926666666666,44.28666666666667,0.714,0.357,2.213,92.26666666666667,0.161,35.1,5.0,2.599,16.266666666666666,14.636,0.161,7.8,0.22437824542224652,1.0
Marche,1E_MS_ES_3,2016-06-30,0.4666666666666666,208.34637,49.96666666666667,0.714,0.357,1.785,94.96666666666665,0.161,34.13333333333333,7.0,3.418,23.099999999999998,12.779,0.161,8.0,0.2234916660145551,1.0
Marche,1E_MS_ES_3,2016-07-31,0.20000000000000004,188.55343333333334,53.06666666666666,0.714,0.357,1.785,91.33333333333333,0.161,33.7,4.0,0.89,26.733333333333334,11.9226,0.226,8.0,0.23954506567359468,0.7123893805309734
Marche,1E_MS_ES_3,2016-08-31,0.3,190.6369,55.29999999999999,0.714,0.357,1.785,92.03333333333335,0.161,36.1,2.5,2.1363,25.7,4.4264,0.161,7.8,0.6452195915416591,1.0
Marche,1E_MS_ES_3,2016-11-30,0.6,239.59826666666666,4.2,0.714,1.4279,7.0679,92.33333333333333,0.226,35.5,1.5,11.5718,14.0,20.6325,0.6134,8.2,0.4463734399612262,0.3684382132376916
Marche,1E_MS_ES_3,2016-12-31,2.3666666666666667,280.22586333333334,3.5833333333333335,0.714,1.0949,14.183266666666666,99.33333333333333,0.3443333333333333,31.899999999999995,2.25,20.2714,10.866666666666667,25.3207,0.8503333333333334,8.2,0.631584698158687,0.4049392395139161
Marche,1E_MS_ES_3,2017-03-31,0.4000000000000001,275.0,43.06666666666666,0.714,0.357,2.8557,107.36666666666667,0.1937,35.8,,0.89,14.266666666666666,14.7783,0.8072,8.4,0.2657071517021579,0.2399653121902874
Marche,1E_MS_ES_3,2017-04-30,2.6,259.3912,4.5,0.714,0.357,1.785,103.06666666666668,0.161,36.96666666666667,6.0,0.89,15.0,10.9945,0.4197,8.6,0.25976624675974347,0.38360733857517276
Marche,1E_MS_ES_3,2017-05-31,1.4000000000000001,190.6369,4.866666666666667,0.714,0.357,1.785,118.06666666666666,0.161,35.36666666666667,5.0,1.7803,20.166666666666668,8.8527,0.3551,8.7,0.3226134399674675,0.4533934103069558
Marche,1E_MS_ES_3,2017-07-31,0.26666666666666666,165.63524483333333,55.6,0.714,0.357,1.785,103.2,0.161,35.56666666666667,3.0,3.4537394741058502,26.7,10.9231098736346,0.161,8.0,0.26146400000000025,1.0
Marche,1E_MS_ES_3,2017-09-30,0.9,165.63524483333333,5.400000000000001,1.28507174983936,0.357,1.785,98.09999999999998,0.161,36.9,1.5,2.42117818803297,23.5,12.4223602484472,0.452006586381687,8.9,0.2758792758620686,0.3561895000000002
Marche,1E_MS_ES_3,2017-10-31,2.5,246.875,4.8,0.714,0.357,1.785,106.06666666666666,0.161,35.4,,0.89,19.6,11.4943,0.3874,8.7,0.24847098126897676,0.41559112028910683
Marche,1E_MS_ES_3,2017-11-30,0.9333333333333332,215.625,46.73333333333333,0.7139,0.5711,4.4978,89.3,1.13,36.7,,4.5575,16.9,18.1338,3.5838,8.3,0.31889620487708037,0.31530777387130976
Marche,1E_MS_ES_3,2017-12-31,1.5999999999999999,218.67116066666668,40.5,0.7139287499107588,1.28507174983936,10.1377882487327,102.36666666666667,0.1614309237077454,36.4,2.0,7.9756457958733105,11.1,17.4912543728135,0.452006586381687,8.4,0.6938775510204072,0.3571428571428572
Marche,1E_MS_ES_6,2015-07-31,0.20000000000000004,144.42087850000001,57.870000000000005,0.714,0.357,1.785,91.23333333333333,0.161,36.7,5.0,0.783322354951843,27.266666666666666,7.35346612408081,0.161,7.8,0.38838827184466057,1.0
Marche,1E_MS_ES_6,2015-09-30,0.16666666666666666,154.21212450000002,57.07666666666666,0.714,0.357,1.785,95.7,0.161,37.4,5.0,1.638,25.8,8.639,0.161,8.2,0.33059381872901955,1.0
Marche,1E_MS_ES_6,2016-01-31,0.43333333333333335,227.09756666666667,40.8,0.714,0.714,6.782,82.60000000000001,0.161,37.5,2.0,8.83,10.3,14.136,0.161,8.1,0.5807866440294285,1.0
Marche,1E_MS_ES_6,2016-02-29,0.10000000000000002,209.07556666666667,41.586666666666666,0.714,0.571,4.355,77.93333333333334,0.161,36.733333333333334,2.5,3.347,11.799999999999999,17.277,0.161,7.8,0.3264455634658795,1.0
Marche,1E_MS_ES_6,2016-03-31,2.966666666666667,270.32936333333333,35.806666666666665,1.071,1.142,30.556,96.43333333333334,0.161,31.455,2.0,5.056,11.404000000000002,47.048,0.161,7.980666666666667,0.6965014453324265,1.0
Marche,1E_MS_ES_6,2016-04-30,0.5,259.9121,43.11366666666667,0.714,0.357,3.927,99.39999999999999,0.161,37.1,4.0,2.03,12.9,12.779,0.161,7.8,0.3911104155254715,1.0
Marche,1E_MS_ES_6,2016-05-31,0.3666666666666667,236.99399000000003,44.39000000000001,0.714,0.357,4.569,96.33333333333333,0.161,34.9,5.0,0.89,16.6,16.992,0.161,7.7,0.3319209039548022,1.0
Marche,1E_MS_ES_6,2016-06-30,0.13333333333333333,202.09596666666667,51.63333333333333,0.714,0.357,1.785,92.56666666666666,0.161,35.63333333333333,6.0,4.344,22.833333333333332,11.851,0.161,7.900000000000001,0.24099232132309506,1.0
Marche,1E_MS_ES_6,2016-07-31,0.20000000000000004,191.67863333333332,52.26666666666667,0.714,0.357,1.785,92.73333333333333,0.1937,33.13333333333333,6.0,0.89,26.733333333333334,15.4209,0.3229,8.0,0.18520319825691106,0.5998761226385878
Marche,1E_MS_ES_6,2016-08-31,0.4000000000000001,196.8873,54.6,0.714,0.357,1.785,94.16666666666667,0.161,35.7,2.5,0.89,25.600000000000005,10.9945,0.161,7.8,0.25976624675974347,1.0
Marche,1E_MS_ES_6,2016-11-30,0.8000000000000002,234.3896,4.4,0.714,0.9995,4.4264,92.93333333333334,0.226,36.0,1.5,7.6908,14.800000000000002,13.3505,0.4843,8.3,0.4599003782629864,0.466652901094363
Marche,1E_MS_ES_6,2016-12-31,0.8833333333333333,239.5983,4.55,0.714,1.07085,2.9273,94.55,0.161,38.050000000000004,2.4,6.17745,14.300000000000002,11.6725,0.22585,8.2,0.40369672306703785,0.7128625193712641
Marche,1E_MS_ES_6,2017-03-31,0.4000000000000001,271.875,43.5,0.714,0.357,2.7129,106.60000000000001,0.7103,36.1,,2.2788,14.4,16.9201,1.7757,8.4,0.22363343006247005,0.40001126316382274
Marche,1E_MS_ES_6,2017-04-30,1.2,262.51639,4.5,0.714,0.357,1.785,104.43333333333334,0.161,37.4,10.0,0.89,14.699999999999998,9.8522,0.5166,8.6,0.28988449280363776,0.31165311653116534
